Page_ID,Session_ID,Page_URL,Page_Title,Pageviews,Average_Time_on_Page,Exit_Rate
11007,988,http://rhodes.com/mainprivacy.html,Upon.,10,59,6.42
11008,1641,https://poole-hall.com/categories/search/wp-contentmain.htm,Right result them.,3,51,12.58
11009,1657,http://taylor.com/searchprivacy.htm,Among be now.,16,28,15.36
11010,4445,http://dalton.biz/search/blog/mainprivacy.asp,War my.,10,69,50.29
11011,4211,https://www.butler.com/main/category/blogpost.html,Claim thousand special animal.,8,128,45.51
11012,318,https://www.thompson.biz/tag/search/categorieshome.php,Mrs quality story.,3,259,78.34
11013,4034,http://huang.com/tag/main/exploremain.php,Factor.,17,133,35.12
11014,2466,http://www.hudson.biz/tags/appregister.html,Vote.,10,98,41.43
11015,3157,https://eaton-rojas.com/wp-contentauthor.htm,Fall up.,4,107,40.24
11016,4206,https://www.williams-nelson.info/tagmain.html,Effect lawyer.,11,94,57.88
11017,481,https://pena.com/maincategory.php,Board under after.,13,151,14.83
11018,896,https://www.wright.net/mainlogin.htm,Discussion section.,2,185,30.65
11019,2366,https://mckee-pham.com/category/exploreindex.htm,That chair reduce.,5,92,49.87
11020,2215,https://morris-vega.info/tag/categories/appindex.asp,Trial.,8,276,52.95
11021,1568,https://strickland.org/main/category/mainpost.htm,Lawyer me.,13,42,72.69
11022,1354,https://martin.com/mainindex.html,Under single hit.,12,109,80.17
11023,3013,http://www.hamilton.info/exploreindex.html,Pick too enter.,15,15,38.69
11024,801,https://moss.com/app/list/mainsearch.html,Toward western.,7,198,93.09
11025,3428,http://reynolds.com/blogpost.php,Yet part.,10,189,35.61
11026,2600,http://www.rodriguez-white.com/blogindex.htm,Road as practice.,10,226,23.5
11027,4357,https://www.green.biz/search/categories/listprivacy.html,Source worry away.,15,164,70.4
11028,1768,http://www.cordova.com/explore/tags/appregister.html,Budget respond.,6,85,87.96
11029,4992,http://www.hall.com/explore/searchhomepage.asp,Speak maybe guy.,11,198,8.53
11030,769,http://www.white.net/tag/list/appauthor.html,Discussion quickly image.,2,197,24.29
11031,34,https://www.hogan-burke.com/searchfaq.html,Positive factor.,2,20,91.33
11032,1021,http://www.barnes.info/list/searchlogin.html,Agent.,15,136,8.36
11033,1622,http://www.medina-miller.com/tags/wp-contentpost.php,Produce increase game.,5,30,76.95
11034,3411,https://rice-ho.com/tags/categories/wp-contentfaq.jsp,Boy across only.,14,241,12.86
11035,658,http://stewart.com/list/search/categoriesregister.php,Energy discussion.,9,115,29.86
11036,941,https://roth.info/tags/searchindex.asp,Agency us.,13,190,43.8
11037,3081,https://lopez-brandt.com/categoriesabout.htm,Evidence few purpose.,1,154,9.95
11038,4661,http://macias.com/wp-contentcategory.php,Travel community.,12,160,77.31
11039,2410,http://king.com/main/appabout.php,Pick various card.,9,121,19.84
11040,3950,https://lambert.com/postsprivacy.htm,Value.,10,107,98.34
11041,2898,http://flynn-ruiz.info/posts/categorylogin.asp,Society shoulder exist.,3,56,88.37
11042,357,https://dennis.info/mainindex.html,Even piece quite.,3,96,68.02
11043,1308,http://bailey.com/categorymain.html,Special charge.,9,251,27.97
11044,2551,https://www.douglas.com/search/tags/listindex.asp,Address bad something.,5,221,35.34
11045,881,http://hill.com/category/searchlogin.php,Same appear wear.,11,260,7.52
11046,2336,https://wise.net/main/blog/exploreindex.htm,A good.,19,103,34.75
11047,2659,http://www.maynard-stanley.com/posts/posts/mainterms.htm,Some nothing.,5,157,48.8
11048,326,https://www.white.net/tagregister.jsp,From less.,14,123,34.57
11049,3818,http://www.salas.net/main/tag/tagspost.htm,With hospital.,19,136,87.68
11050,2530,https://miller-anderson.com/search/app/searchauthor.html,Break similar entire.,17,22,74.38
11051,3889,http://wallace-conley.com/wp-content/appmain.jsp,Glass however government.,11,57,68.23
11052,4702,https://cooper-white.org/apppost.htm,Sport former knowledge.,18,96,79.52
11053,2963,http://www.lindsey-matthews.org/posts/list/appcategory.php,Third event.,8,264,89.06
11054,4198,https://www.mcneil-dunn.com/wp-content/exploreregister.htm,Responsibility very.,13,248,10.4
11055,3249,http://www.peterson.com/wp-contentprivacy.jsp,Station add style detail.,1,200,55.09
11056,4204,https://www.oliver-bentley.com/tag/categories/explorepost.html,Lead property player.,19,92,22.83
11057,4885,https://heath.info/main/bloghomepage.php,Mind level show service.,18,20,48.3
11058,4724,http://www.patrick.net/wp-content/blogauthor.html,A find put.,13,12,9.87
11059,4676,https://ward.net/appauthor.html,Wall from.,14,278,17.94
11060,4533,https://www.reeves-hess.com/search/app/tagfaq.htm,Health across attack may.,13,102,12.84
11061,628,https://www.davis-howell.net/app/list/tagsmain.php,Billion central top.,18,277,66.06
11062,3262,https://www.adams.biz/posts/blog/searchcategory.html,Until ground wrong cup.,12,287,85.98
11063,140,http://www.christian-cole.com/tagsprivacy.asp,Address shake cultural.,8,166,23.89
11064,4417,http://www.alvarado-allen.com/tags/poststerms.html,Realize explain month.,11,65,10.43
11065,4644,https://www.bennett.info/tags/wp-contentpost.php,Stock.,6,91,64.68
11066,2444,http://www.villarreal.com/wp-content/searchcategory.htm,But sister theory.,4,70,96.72
11067,4055,http://www.cook-stafford.com/main/listhome.htm,Foreign and sea.,14,51,53.31
11068,3503,http://www.moran-contreras.com/wp-content/categoriesmain.php,Task whether.,10,134,79.74
11069,3903,https://lam-cooper.com/posts/wp-contentterms.htm,Huge between.,17,60,73.06
11070,2815,http://strickland.net/categoryauthor.htm,Tv up already.,16,187,64.07
11071,4187,http://young.net/blog/search/mainlogin.html,Help shake.,16,118,2.18
11072,4322,https://www.lee.com/main/list/blogcategory.asp,Activity friend start camera.,13,123,29.0
11073,2422,https://coleman-everett.info/listlogin.php,Discuss actually seek.,5,252,4.39
11074,898,http://www.stone.org/tagindex.asp,Tell often game.,13,17,58.53
11075,2243,http://www.arnold.biz/category/categoryindex.html,Ago store.,14,179,11.04
11076,145,https://www.harrison-wu.com/wp-contentauthor.html,Toward short.,8,166,80.68
11077,334,https://www.jones.biz/category/categorymain.html,Whatever be thousand.,13,265,41.58
11078,3576,http://www.christian.biz/app/mainindex.html,Stock treatment.,14,109,38.68
11079,1051,http://www.lewis.com/list/explore/tagprivacy.php,I individual.,16,64,15.94
11080,2101,http://www.arroyo.com/postsregister.htm,Back western.,4,198,67.58
11081,2932,http://garcia.com/posts/category/searchterms.htm,Eight.,20,83,83.41
11082,2258,https://lee.info/exploreterms.htm,Attention force.,7,59,10.67
11083,4658,http://evans.com/tagterms.html,Drive wind seven.,15,294,10.84
11084,2923,http://buck-johnson.com/search/category/listhome.asp,Support peace cut marriage.,15,137,51.49
11085,3329,http://www.craig.com/postsprivacy.html,Painting street.,14,218,97.0
11086,3886,https://www.beasley.com/tag/list/wp-contenthomepage.html,Everyone sit it.,19,34,91.44
11087,1834,http://ray.com/wp-content/categories/wp-contentprivacy.html,Individual kid popular.,19,256,59.02
11088,2797,http://www.smith-roy.com/category/wp-content/tagsindex.asp,Maybe partner personal.,13,112,89.87
11089,2786,https://www.kennedy.info/app/blogcategory.htm,Sound impact.,7,124,72.75
11090,706,https://spence.biz/posts/app/tagsterms.jsp,Explain use.,11,200,53.42
11091,3680,https://www.taylor.com/poststerms.jsp,Chance special.,5,239,56.35
11092,1340,http://moore.biz/list/app/mainabout.html,Sing approach summer.,13,55,98.9
11093,2357,https://www.vaughan.com/explore/tagscategory.html,South public nice sure.,4,53,96.63
11094,32,http://www.harrington.net/searchsearch.html,Knowledge free.,18,128,20.35
11095,1343,https://bush.info/search/search/apphome.htm,Total.,3,153,65.98
11096,2851,https://barrett-hoffman.com/list/categoriesprivacy.jsp,Medical agent vote.,8,291,15.81
11097,1130,https://spencer.net/search/tag/mainauthor.php,Course sea rise.,14,142,2.36
11098,334,https://collins-cooper.com/explorehomepage.php,What task name.,17,96,24.39
11099,602,http://sexton-stevens.com/posts/blog/apphomepage.htm,Thousand book.,16,95,3.88
11100,1511,https://www.booth.org/wp-content/categories/postsregister.htm,Most fly.,8,248,6.71
11101,4878,https://savage.com/tags/blogregister.jsp,Worry.,6,271,92.11
11102,1863,http://richmond.com/categoryindex.php,Her example head.,15,146,2.44
11103,3854,https://phillips.com/search/blog/listhomepage.htm,Speak old today.,20,197,34.33
11104,1217,https://www.coleman.com/apppost.html,Out pretty economy.,3,200,13.53
11105,1937,http://bridges.org/wp-content/tagabout.html,Range avoid maybe.,12,195,18.15
11106,246,http://www.stafford.org/list/postsauthor.php,Then add almost.,20,208,68.53
11107,1257,http://bennett.info/list/blogauthor.php,Him itself wrong.,15,173,66.44
11108,1885,http://carter-lam.com/app/tag/tagsterms.html,Security drive.,5,151,89.3
11109,103,http://www.robinson.com/tag/tag/listhomepage.jsp,Treatment you huge.,13,209,51.41
11110,2469,http://www.cooley.com/category/mainpost.asp,Event simple his.,12,191,24.84
11111,4226,http://www.murray.com/posts/exploreterms.php,Treat eye class service.,1,223,32.69
11112,1461,https://www.simmons-jefferson.info/categoriesprivacy.html,Blue boy.,7,174,3.93
11113,415,http://warner.com/categories/listindex.htm,Discuss exactly.,2,40,45.31
11114,355,https://www.grant.net/tagsmain.html,Forget summer.,15,109,97.36
11115,4315,https://www.alexander.com/wp-content/tag/wp-contentindex.asp,Six.,10,212,36.98
11116,3857,http://knight-garcia.org/blog/tagmain.html,Summer people.,9,10,79.88
11117,794,https://www.george.biz/tags/tagfaq.html,Wonder impact people.,16,93,54.82
11118,3613,https://www.parrish-scott.net/tag/category/postsmain.htm,Section individual.,10,173,95.0
11119,4796,https://meyer.net/explore/blog/taghomepage.html,Crime general seven meet.,17,108,95.9
11120,4447,https://lambert-burch.com/main/appcategory.php,On east beautiful.,1,222,44.84
11121,1334,https://english-delgado.org/app/posts/searchhomepage.html,Production admit.,15,80,33.11
11122,1881,http://www.turner.com/categories/searchfaq.html,Soon he.,9,23,20.73
11123,4301,https://gallagher.com/app/category/searchhomepage.asp,Ten base always.,4,204,25.5
11124,4960,https://reyes.com/categoryindex.html,Hospital spend coach.,13,64,5.9
11125,2273,https://www.waters.com/tags/searchprivacy.html,Production myself shoulder.,9,163,83.48
11126,4916,http://www.mueller.info/tagsregister.htm,Respond walk.,16,237,28.4
11127,720,https://king.com/categories/blogprivacy.php,Become election.,17,43,69.76
11128,4962,https://www.brown-petersen.com/tag/search/postscategory.html,Tv theory.,13,283,39.56
11129,4644,http://www.greer.org/search/listsearch.php,Agreement simply realize.,20,146,28.75
11130,4541,https://www.vasquez.com/explore/tag/wp-contentcategory.html,Feel listen.,10,300,93.09
11131,1557,http://www.morris-sanford.com/mainmain.php,Year she.,6,261,4.63
11132,905,https://www.michael.net/categories/tag/blogsearch.php,Ask couple add.,2,60,24.0
11133,3670,https://www.sims.com/apphomepage.html,Do various force.,10,141,50.48
11134,1607,https://www.washington.com/wp-contentprivacy.html,Kitchen father south.,3,235,79.27
11135,1850,https://www.hunter.biz/maincategory.htm,Whether thank.,3,111,7.49
11136,4836,http://www.king.biz/blog/categories/searchpost.htm,Large fill.,18,87,38.39
11137,1186,http://www.calderon.info/search/categoriesfaq.jsp,Catch soon.,12,66,73.52
11138,2699,http://www.green.org/wp-contentpost.htm,Debate list.,1,159,95.01
11139,4886,http://www.howe.com/explore/bloglogin.asp,Congress choose.,18,212,0.87
11140,3222,http://www.norton.com/listprivacy.jsp,Improve there probably east.,20,167,72.26
11141,964,http://www.hansen-mccann.info/blogauthor.asp,Still technology no determine.,4,162,89.73
11142,886,http://www.ayala-morton.com/categoryprivacy.htm,Them single hear.,20,203,66.51
11143,2367,http://benitez.com/explorefaq.php,Strong born area.,6,67,87.79
11144,1631,https://jones-smith.biz/taglogin.html,Own common.,3,293,27.8
11145,653,http://www.rice.com/tag/tag/listsearch.php,War main try.,9,132,27.42
11146,3552,http://www.richardson-williams.com/search/mainprivacy.html,City make stay.,8,173,4.86
11147,342,http://www.davis.com/search/postscategory.html,View authority share.,13,27,70.8
11148,2138,https://graham-ingram.com/blog/mainlogin.htm,Teach month.,7,84,23.51
11149,3998,http://silva-tanner.biz/listsearch.asp,Seek I treat require.,9,144,64.48
11150,4791,http://bean.info/main/blogauthor.asp,Religious north true.,3,261,74.66
11151,844,https://www.lyons-hale.net/blogcategory.html,Process dream.,16,34,24.15
11152,4327,http://www.green.biz/main/categoriesauthor.php,Table green instead.,7,197,14.03
11153,1271,https://www.combs.com/appprivacy.jsp,Both this happy.,3,231,70.97
11154,1146,https://www.banks.com/mainmain.htm,Painting.,9,123,77.91
11155,851,http://patterson.com/posts/category/searchfaq.asp,Consider past everyone.,16,30,87.85
11156,2211,http://hawkins-saunders.org/posts/listmain.jsp,Claim trouble myself.,19,227,63.02
11157,4133,https://www.koch.net/tags/search/postsprivacy.html,Weight might fact.,14,131,87.3
11158,3260,http://schwartz.com/app/tag/mainabout.htm,Age that like.,1,255,70.22
11159,4421,https://www.barnes-bryant.net/search/blog/taghome.php,Lot stand clearly.,18,88,17.29
11160,60,https://hays.com/categoriesmain.html,News bit important.,5,71,68.17
11161,259,https://www.wilson.com/tag/posts/searchterms.html,Avoid hand.,6,78,79.99
11162,250,http://brown.org/blogmain.asp,Yourself sing mouth while.,9,29,88.28
11163,1479,https://www.fisher.org/explore/search/postsauthor.jsp,Blood they.,18,200,37.66
11164,2826,https://www.franklin.com/tag/explorehome.html,Church themselves performance tend.,18,112,98.86
11165,3869,https://wilkerson-kelly.net/blog/posts/wp-contentfaq.jsp,Claim always.,2,46,48.98
11166,984,http://wolf.org/wp-content/categories/tagsindex.html,Rest play.,8,131,95.08
11167,3208,http://smith.info/posts/appregister.html,Court accept imagine.,3,67,50.53
11168,2555,https://valenzuela.biz/wp-content/mainsearch.php,Recently line member door.,16,252,76.33
11169,661,http://sharp.biz/explorepost.php,Affect serve free.,18,181,47.28
11170,4376,http://www.richardson-hawkins.info/search/appfaq.html,Hot.,15,173,78.38
11171,1740,http://reynolds.info/blogabout.html,Customer clearly.,8,200,49.3
11172,2185,http://mays.com/explorefaq.htm,Democrat century.,17,138,62.96
11173,3212,http://brown-lewis.com/mainmain.html,Company knowledge.,3,271,93.46
11174,4333,http://liu.com/list/searchterms.php,Establish wonder.,15,285,25.64
11175,4421,http://morales-savage.net/list/main/taghomepage.php,Only nothing.,7,173,65.53
11176,2671,https://www.young.com/tag/searchmain.html,Particularly direction.,19,19,8.88
11177,817,https://baker.com/tags/categorypost.htm,Grow together today.,20,90,95.56
11178,4036,http://www.johnson-morales.net/tag/searchindex.html,Design result natural.,19,142,68.8
11179,993,http://www.mcclure-bradley.com/tagsindex.html,Thought entire.,18,160,61.13
11180,573,http://www.matthews.com/blog/search/tagfaq.html,Finally Democrat half.,4,61,24.97
11181,3807,http://www.king.biz/wp-content/category/tagregister.htm,Reason test result.,13,149,63.79
11182,4341,https://www.armstrong-smith.org/wp-content/searchindex.php,Range bed.,8,91,43.01
11183,1503,https://www.beltran.com/explore/categories/blogindex.html,Approach small according million.,19,79,82.78
11184,3365,https://ross.com/main/appindex.htm,Any article face place.,1,164,50.44
11185,4432,http://torres.net/app/explorehomepage.html,Wide save economic.,5,28,44.31
11186,4862,http://morris.com/categories/tagshome.asp,Even.,17,288,91.67
11187,4603,https://www.clayton-henry.com/blog/searchhome.htm,Area meet work.,1,144,89.77
11188,4311,https://sullivan.com/wp-content/wp-contenthomepage.htm,Argue student service.,7,264,71.99
11189,4682,https://www.lynn-cruz.com/main/tagspost.html,Behind commercial us really.,7,22,6.6
11190,289,http://ramsey.biz/postssearch.asp,Area he answer.,11,21,13.75
11191,2931,http://tyler-mitchell.com/tags/bloghome.php,Television total.,13,246,10.16
